player_id,skillcorner_name,fbref_name,player_passing_skill
13633,João Klauss de Mello,Johnny Russell,-0.0750720563449854
5201,Johnathon Simpson Snedden Russell,Johnny Russell,-0.0750720563449854
149299,Themi Antonoglou,Themi Antonoglou,-0.078167877567424
1542,Bryan Josue Oviedo Jimenez,Bryan Oviedo,-0.0788155686820007
13202,Aaron Salem Boupendza Pozzi,Aaron Boupendza,-0.0825334466716931
24752,Steve Birnbaum,Steve Birnbaum,-0.0844281297500302
10692,Victor Wanyama,Victor Wanyama,-0.0848097040423016
27192,Jeremy Ebobisse,Jeremy Ebobisse,-0.085131651252531
36552,Brooks Lennon,Brooks Lennon,-0.0867237349566107
149790,Roman Celentano,Brooks Lennon,-0.0867237349566107
36488,Tanner Beason,Tanner Beason,-0.0882972263253647
15858,Mauricio Ernesto Pereyra Antonini,Mauricio Pereyra,-0.0957373638838349
36755,Julián Ezequiel Aude Bernardi,Julián Aude,-0.0960071637529984
43274,Rubio Yovani Méndez Rubín,Rubio Rubin,-0.0983088958886561
9207,Róger Aníbal Espinoza Ramírez,Roger Espinoza,-0.0996814352449942
12364,Dejan Joveljić,Dejan Joveljić,-0.1026614538322829
43233,Miguel Berry,Miguel Berry,-0.1083753481909484
36437,Luis Mario Díaz Espinoza,Cristian Espinoza,-0.1113296669284031
27203,Cristian Omar Espinoza,Cristian Espinoza,-0.1113296669284031
23455,Gadi Kinda,Gadi Kinda,-0.1133596252415946
25969,Mathías Nicolás Laborda Malsenido,Mathías Laborda,-0.1136424640544665
35963,Carlos Joaquim Antunes Dos Santos,Nuno Santos,-0.1165350027339022
36560,Spencer Richey,Sean Rea,-0.1171696441478929
25478,Stefan Frei,Sean Rea,-0.1171696441478929
71091,Marco Antonio Angulo Solorzano,Marco Angulo,-0.1247437314391735
27110,Ryan Hollingshead,Ryan Hollingshead,-0.1269517134182638
36571,Jahkeele Marshall-Rutty,Jahkeele Marshall-Rutty,-0.1278720214261063
584968,Nökkvi Thórisson,Nökkvi Þórisson,-0.127944779169194
332777,Joshua Yaro,Joshua Yaro,-0.1318295224878443
3160,Erik Sviatchenko,Erik Sviatchenko,-0.1335613676996233
17974,Kellyn Acosta,Kellyn Acosta,-0.1394615186055966
27097,Keegan Rosenberry,Keegan Rosenberry,-0.1478406901116774
36526,Cristián Andrés Dájome Arboleda,Cristián Dajome,-0.1488075913153664
24261,Daniel Lovitz,Daniel Lovitz,-0.149389885887909
27213,Jaylin Lindsey,Jaylin Lindsey,-0.1500714219851323
332790,Cody William Baker,Cody Baker,-0.1501539819220416
24746,Sean Davis,Sean Davis,-0.1504951249824437
38158,Iván René Franco Díaz,Iván Franco,-0.1514081343205889
332763,Patrick Schulte,Mauricio Cuevas,-0.152133050321733
299527,Mauricio Aimar Cuevas,Mauricio Cuevas,-0.152133050321733
629574,Noel Caliskan,Noel Caliskan,-0.1539822111502817
164242,Njabulo Blom,Njabulo Blom,-0.1603768612801309
41101,Stipe Biuk,Stipe Biuk,-0.1687054298413108
66806,Adrián Alonso Martínez Batista,José Andrés Martínez,-0.1707183053589696
36436,José Artur de Lima Júnior,José Andrés Martínez,-0.1707183053589696
36469,José Andrés Martínez Torres,José Andrés Martínez,-0.1707183053589696
73332,Carlos Andrés Gómez Hinestroza,José Andrés Martínez,-0.1707183053589696
5448,Josef Alexander Martínez,José Andrés Martínez,-0.1707183053589696
